,Chromosome,Fitness,Probability,Location
10,"[0.8532300079395867, 1.2542963862331478, 0.27574286368749024, 0.7550040907736687, 0.26520010792055504, 0.8587077425084786, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, -0.6906829382686923, 0.816501641612975, 0.8624906304933786, -0.36932600779604263, 0.7958043991411675, 0.9896433964885762, 0.460456465707889, 0.28111103978550833, 0.9291757052925286, 0.5436714917977266, 0.5599976495164298, 0.9298154231280819, -0.5519810697482523, 1.8254323690097554, -1.318946633928896, 0.8994290913685242, -0.4064184746350228, 1.7579115860920356, 0.9623292375381896, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.003980963311477459, -0.7063136474035742, 0.7909951786736882, 1.0060926993833517, 1.0221126601938033, 0.021475805050682917, 0.25212833625322695, 0.49682958988502934]",0.014741272746332348,0.01964559909115345,0.22083224131651538
11,"[0.36407933292049366, 0.17237293475846538, 0.27574286368749024, 0.7550040907736687, -0.32786220928295706, 0.8587077425084786, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, -0.6906829382686923, 0.816501641612975, 0.8624906304933786, -0.36932600779604263, 0.4446211684357696, -0.30339880653855855, 0.07614756321500338, 0.28111103978550833, 0.9291757052925286, 0.5436714917977266, 0.06270381320011365, 0.5889826205169427, -0.3492978109422562, 0.980304749518179, -1.4051277443863595, 0.8994290913685242, -0.39942368827561103, 1.5033399433697698, 0.9623292375381896, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.003980963311477459, -0.7063136474035742, -0.044214168486935046, 1.0060926993833517, 0.4357016918358698, 0.021475805050682917, 0.25212833625322695, 0.49682958988502934]",0.015226835748694998,0.020292705771971543,0.24112494708848692
12,"[0.5859230705583267, 0.17237293475846538, 0.27574286368749024, 0.7550040907736687, 0.26520010792055504, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.9556666512313358, 0.41856280418300473, 0.42214740782716254, 0.816501641612975, 0.694471515088674, -0.36932600779604263, 0.7958043991411675, 0.9896433964885762, 0.07614756321500338, 0.28111103978550833, 0.7815639433004279, 0.7893818387868095, 0.02115042823808011, 0.5889826205169427, 0.8162527073231199, 0.03384656945302045, -0.5941862064347933, 0.8994290913685242, -0.11401505387618927, 1.7579115860920356, 0.9623292375381896, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, -0.24556631845493515, -1.474929508816754, -0.044214168486935046, 0.920810728461245, 0.41145769605364557, 0.4218472318996721, 0.25212833625322695, 0.6337701322274932]",0.015091344656275285,0.0201121376671746,0.26123708475566154
13,"[0.8532300079395867, 0.17237293475846538, 1.0790655573139891, 0.7550040907736687, -0.6084835153320514, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 2.4103627288800755, 0.5537109645252443, -0.30339880653855855, 0.9770413231372038, 1.1829648995948068, 0.9291757052925286, 0.5436714917977266, -0.1789511670463979, 0.5889826205169427, 0.8162527073231199, 0.03384656945302045, -0.5941862064347933, 0.8994290913685242, 0.23882011825391358, 1.5033399433697698, 1.618319181517663, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, -0.9099017853227612, -0.7063136474035742, 0.73628687064619, 0.920810728461245, 0.41145769605364557, 0.4218472318996721, 0.25212833625322695, -0.42304688430595017]",0.015142536819063572,0.020180361132275195,0.2814174458879367
14,"[0.8532300079395867, -0.23902837650411224, 0.27574286368749024, 0.7550040907736687, 0.26520010792055504, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.1307395883028054, 0.41856280418300473, 0.19719672920012798, 0.816501641612975, 1.332738142621657, 0.5949933357936773, 0.16874438590962726, -0.30339880653855855, 0.07614756321500338, 0.28111103978550833, 0.7815639433004279, 1.1004400617246628, 0.02115042823808011, 0.9298154231280819, 0.8162527073231199, 0.03384656945302045, -0.5941862064347933, 0.8994290913685242, 0.23882011825391358, 1.5033399433697698, 1.618319181517663, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, -0.24556631845493515, -1.474929508816754, -0.044214168486935046, 0.920810728461245, 0.41145769605364557, 0.4218472318996721, 0.25212833625322695, 0.6337701322274932]",0.015090651884209414,0.020111214414311577,0.3015286603022483
15,"[0.8532300079395867, 0.17237293475846538, 0.27574286368749024, 0.7550040907736687, -0.6084835153320514, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 2.4103627288800755, 0.5537109645252443, -0.30339880653855855, 0.9770413231372038, 1.1829648995948068, 0.9291757052925286, 0.6087389737836126, -0.1789511670463979, 0.5889826205169427, 0.5526488351312909, -0.8180245676131833, 0.2865449901426168, 0.8994290913685242, 0.3121870233711699, 2.255095006843288, 0.9623292375381896, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.003980963311477459, -0.7063136474035742, 0.7909951786736882, 1.0060926993833517, -0.3930679492626117, 0.021475805050682917, 0.25212833625322695, 0.6337701322274932]",0.01509512623417926,0.02011717735165177,0.32164583765390004
16,"[0.8532300079395867, -0.23902837650411224, 0.27574286368749024, 0.7550040907736687, 0.26520010792055504, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.4062695027644275, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 2.4103627288800755, 0.4446211684357696, -0.30339880653855855, 0.07614756321500338, 0.28111103978550833, 0.9291757052925286, 0.5436714917977266, 0.06270381320011365, -0.10892150459979055, -0.3492978109422562, 0.980304749518179, -1.4051277443863595, 0.8994290913685242, -0.39942368827561103, 1.5033399433697698, 0.9623292375381896, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.003980963311477459, -0.7063136474035742, -0.044214168486935046, 1.0060926993833517, 0.41145769605364557, 0.021475805050682917, 0.25212833625322695, 0.49682958988502934]",0.015202653611956067,0.020260478394341707,0.34190631604824173
17,"[0.8532300079395867, 0.17237293475846538, 0.511399654263981, 0.7550040907736687, 0.26520010792055504, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, 0.19719672920012798, 0.34505421833203787, 0.41532033106517763, -0.3509089400916715, 0.7958043991411675, 0.9896433964885762, 0.9770413231372038, 1.227631252861051, 0.16610174583188264, 1.7108567427184052, -0.9244953488215459, 0.5889826205169427, 0.8162527073231199, 0.03384656945302045, -0.13126953749123105, 0.8994290913685242, -0.11401505387618927, 1.7579115860920356, 0.9623292375381896, 0.644562025969444, 0.2988240548277379, 0.6003995325961989, 0.003980963311477459, -0.7063136474035742, -0.044214168486935046, 1.0060926993833517, 0.41145769605364557, 0.7826107354381924, 0.25212833625322695, 0.49682958988502934]",0.014954099611346234,0.019929232081183437,0.36183554812942514
18,"[0.8532300079395867, 0.17237293475846538, 0.511399654263981, 0.7550040907736687, -0.6084835153320514, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.530345346169475, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 0.7143534904219118, 1.3661242751582319, -0.30339880653855855, 0.9770413231372038, 1.1829648995948068, 0.7815639433004279, -0.05343921793514195, -0.1360983512784273, 0.9298154231280819, 0.5526488351312909, 0.03384656945302045, -0.5941862064347933, 0.8994290913685242, 0.23882011825391358, 1.5033399433697698, 2.0446047074974336, 0.644562025969444, 1.232357675204247, 0.6003995325961989, -0.24556631845493515, -1.474929508816754, -0.044214168486935046, 0.920810728461245, 0.41145769605364557, 0.4218472318996721, 0.587639202177058, 0.6337701322274932]",0.01540780790766239,0.02053388620075226,0.3823694343301774
19,"[0.8532300079395867, 1.2542963862331478, 0.27574286368749024, 0.7550040907736687, 0.26520010792055504, 0.8587077425084786, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, -0.6906829382686923, 0.816501641612975, 0.8624906304933786, -0.36932600779604263, 0.7958043991411675, 0.9896433964885762, 0.460456465707889, 0.28111103978550833, 0.9291757052925286, 0.5436714917977266, 0.5599976495164298, 0.9298154231280819, 0.5526488351312909, 0.03384656945302045, -0.5941862064347933, 0.8512423638823633, 0.23882011825391358, 1.5033399433697698, 1.618319181517663, 0.644562025969444, 1.232357675204247, 0.6003995325961989, -0.24556631845493515, -1.474929508816754, -0.044214168486935046, 0.920810728461245, 0.41145769605364557, 1.20792383346026, 0.25212833625322695, 0.6337701322274932]",0.014551751964050492,0.01939302596722984,0.40176246029740725
20,"[0.8532300079395867, 0.17237293475846538, 0.511399654263981, 0.7550040907736687, 0.26520010792055504, 1.1187458457311625, 1.307651918098765, 0.1942426122267379, 0.3147197495307529, 0.530345346169475, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 0.7143534904219118, 1.3661242751582319, -0.30339880653855855, 0.9770413231372038, 1.1829648995948068, 0.7815639433004279, -0.05343921793514195, -0.1360983512784273, 0.9298154231280819, 0.5526488351312909, 0.03384656945302045, -1.4051277443863595, 0.8994290913685242, -0.39942368827561103, 0.5350037162590715, 1.914072318449548, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.46777776870248344, -0.011592315132533115, 0.7909951786736882, 1.0060926993833517, 0.41145769605364557, 0.021475805050682917, 0.25212833625322695, 0.49682958988502934]",0.01520331490900382,0.020261359700651134,0.4220238199980584
21,"[0.8532300079395867, -0.23902837650411224, 0.27574286368749024, 0.7550040907736687, 0.26520010792055504, 1.1187458457311625, 0.9237634516213928, -0.6525791968296611, 0.3147197495307529, 0.41856280418300473, 0.19719672920012798, 0.9212203505475967, 0.9311050748164327, 1.651528408686871, 0.9960936081231415, 0.9896433964885762, 0.9770413231372038, 1.227631252861051, 0.16610174583188264, 0.5436714917977266, 0.5599976495164298, 0.2980565431174508, 0.8162527073231199, 0.03384656945302045, -0.5941862064347933, 0.8994290913685242, -0.39942368827561103, 1.596519610031936, 0.9623292375381896, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.003980963311477459, -0.7063136474035742, 0.7909951786736882, 1.0060926993833517, 0.41145769605364557, 0.021475805050682917, 0.25212833625322695, 0.6337701322274932]",0.015111957496876806,0.020139608266868107,0.4421634282649265
22,"[0.8532300079395867, 0.17237293475846538, 0.511399654263981, 0.7550040907736687, 0.26520010792055504, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.1307395883028054, 0.41856280418300473, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 2.4103627288800755, -0.846546876874795, -0.8869574399792809, 0.9770413231372038, 1.1829648995948068, 0.7815639433004279, -0.05343921793514195, -0.1360983512784273, 0.9298154231280819, 0.5526488351312909, 0.03384656945302045, -0.5941862064347933, 0.8994290913685242, 0.23882011825391358, 1.5033399433697698, 1.618319181517663, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.46777776870248344, -0.011592315132533115, 0.7909951786736882, 1.0060926993833517, 0.41145769605364557, 0.021475805050682917, 1.0551843922439041, 0.49682958988502934]",0.01561575791426742,0.020811019833042017,0.4629744480979685
23,"[0.8532300079395867, 0.17237293475846538, 0.511399654263981, 0.7550040907736687, -0.6084835153320514, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 2.4103627288800755, 1.3661242751582319, -0.30339880653855855, 1.6828080637456448, 1.8979861602882224, 0.7815639433004279, -0.05343921793514195, 0.3147128872092293, 0.9298154231280819, -0.5519810697482523, 0.980304749518179, -1.318946633928896, 0.8994290913685242, -0.4064184746350228, 1.5033399433697698, 0.9623292375381896, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.003980963311477459, -0.7063136474035742, 0.7909951786736882, 1.0060926993833517, 0.41145769605364557, 0.021475805050682917, -0.5086349240981283, 0.6337701322274932]",0.014139648384602589,0.018843818185433854,0.48181826628340235
24,"[0.8532300079395867, 1.2542963862331478, 0.27574286368749024, 0.7550040907736687, 0.26520010792055504, 0.8587077425084786, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.6866656066372414, -0.6906829382686923, 0.816501641612975, 0.8624906304933786, -0.36932600779604263, 0.7958043991411675, 0.9896433964885762, 0.460456465707889, 0.28111103978550833, 0.9291757052925286, 0.5436714917977266, 0.5599976495164298, 0.9298154231280819, -0.5519810697482523, 0.6863795663339375, -1.9019405464820374, 0.8994290913685242, 0.23882011825391358, 1.5033399433697698, 1.618319181517663, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.46777776870248344, -0.7623159281486632, -0.044214168486935046, 1.0060926993833517, 0.41145769605364557, 0.021475805050682917, 0.25212833625322695, 0.49682958988502934]",0.01522111475237695,0.02028508143708538,0.5021033477204877
25,"[0.5859230705583267, -0.17066951036354105, 0.18212064374419457, 0.7550040907736687, -0.6084835153320514, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, -0.6906829382686923, 0.816501641612975, 0.8624906304933786, -0.36932600779604263, 0.4446211684357696, -0.30339880653855855, 0.07614756321500338, 0.28111103978550833, 0.9291757052925286, 0.5436714917977266, 0.06270381320011365, 0.5889826205169427, -0.3492978109422562, 1.8254323690097554, -1.318946633928896, 0.643627317152328, -0.39942368827561103, 1.7579115860920356, 0.9623292375381896, 0.644562025969444, 1.8670448710027556, 0.6003995325961989, 0.003980963311477459, -0.7063136474035742, 0.73628687064619, 0.920810728461245, 0.41145769605364557, 0.4218472318996721, 0.25212833625322695, -0.42304688430595017]",0.015138191920298428,0.020174570713720398,0.5222779184342081
26,"[0.8532300079395867, 0.17237293475846538, 0.27574286368749024, 0.7550040907736687, 0.26520010792055504, 0.8587077425084786, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, -0.6906829382686923, 0.816501641612975, 0.8624906304933786, -0.36932600779604263, 0.7958043991411675, 0.9896433964885762, 0.460456465707889, 0.28111103978550833, 0.9291757052925286, 0.5436714917977266, 0.5599976495164298, 0.9298154231280819, -0.5519810697482523, 1.8254323690097554, -1.318946633928896, 0.8994290913685242, -0.4064184746350228, 1.7579115860920356, 0.9623292375381896, 0.644562025969444, 0.8920226947089478, 1.4114010194619278, 0.003980963311477459, -0.7063136474035742, 0.7909951786736882, 1.0060926993833517, 1.0221126601938033, 0.021475805050682917, 0.25212833625322695, 0.49682958988502934]",0.01476178645835118,0.0196729375828243,0.5419508560170324
27,"[0.8532300079395867, 0.17237293475846538, 0.707432092913492, 0.7550040907736687, 0.26520010792055504, 2.0664983445303022, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.530345346169475, 0.19719672920012798, 0.9212203505475967, 1.0686081701945551, 0.7143534904219118, -0.846546876874795, -0.8869574399792809, 0.7306868039243476, 1.8979861602882224, 0.7815639433004279, -0.05343921793514195, 0.3147128872092293, 0.9298154231280819, -0.5519810697482523, 2.4117185256112306, -1.318946633928896, 0.8994290913685242, -0.4064184746350228, 1.5033399433697698, 0.9623292375381896, 0.644562025969444, 1.8670448710027556, 0.6003995325961989, 0.003980963311477459, -0.7063136474035742, 0.7909951786736882, 0.920810728461245, 0.41145769605364557, -0.3200104345058977, 0.25212833625322695, -0.42304688430595017]",0.01533157102871884,0.020432285803998293,0.5623831418210307
28,"[0.8532300079395867, 0.17237293475846538, 0.511399654263981, 0.7550040907736687, -1.527085535907582, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 2.4103627288800755, 1.3661242751582319, -0.30339880653855855, 0.9770413231372038, 1.1829648995948068, 0.7815639433004279, -0.05343921793514195, -0.1360983512784273, 0.9298154231280819, 0.5526488351312909, 0.03384656945302045, -0.5941862064347933, 0.8994290913685242, -0.11401505387618927, 1.7579115860920356, 0.9623292375381896, 0.644562025969444, 1.8670448710027556, 0.6003995325961989, 0.003980963311477459, -0.7063136474035742, 0.7909951786736882, 0.920810728461245, 0.41145769605364557, -0.3200104345058977, 0.25212833625322695, -0.42304688430595017]",0.015308260134781213,0.02040121952602925,0.5827843613470599
29,"[0.5859230705583267, 0.17237293475846538, 0.511399654263981, 0.7550040907736687, -0.6084835153320514, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.530345346169475, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 0.7143534904219118, 1.3661242751582319, -0.30339880653855855, 0.9770413231372038, 1.1829648995948068, 0.7815639433004279, -0.05343921793514195, -0.1360983512784273, 0.9298154231280819, 0.5526488351312909, 0.03384656945302045, -0.5941862064347933, 0.8994290913685242, 0.23882011825391358, 1.5033399433697698, 2.0446047074974336, 0.644562025969444, 1.232357675204247, 0.6003995325961989, -0.24556631845493515, -1.474929508816754, -0.044214168486935046, 0.920810728461245, 0.41145769605364557, 0.4218472318996721, 0.25212833625322695, 0.6337701322274932]",0.015090168208483872,0.020110569822792402,0.6028949311698523
30,"[0.8532300079395867, 0.17237293475846538, 0.511399654263981, 0.7550040907736687, -0.6084835153320514, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 2.4103627288800755, 1.3661242751582319, 0.5377894353880469, 0.9770413231372038, 1.1829648995948068, 0.7815639433004279, -0.05343921793514195, -0.1360983512784273, 0.9298154231280819, 0.5526488351312909, 0.03384656945302045, -0.5941862064347933, 1.0230597470450706, 0.23882011825391358, 1.5033399433697698, 1.618319181517663, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.46777776870248344, -0.7063136474035742, 0.7909951786736882, 1.0060926993833517, -0.3930679492626117, -0.28089232810834286, -0.5086349240981283, 0.6337701322274932]",0.014304742381525945,0.019063837890090585,0.6219587690599429
31,"[0.8532300079395867, 0.17237293475846538, 0.511399654263981, 0.7550040907736687, -0.6084835153320514, 1.1187458457311625, 0.9237634516213928, 0.1942426122267379, 0.3147197495307529, 0.41856280418300473, 0.19719672920012798, 1.1455999356421551, 0.8624906304933786, 2.4103627288800755, 1.3661242751582319, -0.30339880653855855, 0.9770413231372038, 1.1829648995948068, 0.7815639433004279, -0.05343921793514195, -0.1360983512784273, 0.9298154231280819, 0.5526488351312909, -0.7098195437274374, -0.5941862064347933, 1.7036350463091212, 0.7249306503036703, 1.5033399433697698, 1.618319181517663, 0.644562025969444, 0.8920226947089478, 0.6003995325961989, 0.003980963311477459, 0.3504203318556188, 0.7909951786736882, 1.0428135288496418, 0.41145769605364557, -0.28089232810834286, 0.25212833625322695, 0.979490311235632]",0.014663448708135705,0.01954188349750186,0.6415006525574447
