,Chromosome,Fitness,Probability,Location
10,"[0.49927856559624795, 0.8057499297798095, 0.2721387074785755, 0.5069909361555213, 0.06422700875484855, 0.17271602157660915, 0.25021811666769134, 0.9323230899135636, 0.938446030245002, 0.8369995226432065, 0.3560640876110348, 0.5914925928780814, 0.8586952002663027, 0.8362750462676205, 0.31096176166761225, 0.7309688898754898, 0.3674460405055078, 0.24731275981536605, 0.9797218889642282, 0.5953245538646491, 0.30693584694893905, 0.8881019024661936, 0.7228367130107977, 0.694397296150347, 0.03974962448208863, 0.8324975503237707, 0.18769446255369526, 0.3536615634719762, 0.12575771904359379, 0.9243086863620219, 0.08771145387357948, 0.7273959052048575, 0.32922876179648286, 0.9866242657293977, 0.18372850371007543, 0.920810728461245, 0.3589979929567225, 0.15851789158992746, 0.8001094900226653, 0.6232682690547805]",0.015569315233958237,0.020436345222260205,0.22042041296371523
11,"[0.6132236588178699, 0.6725094343360708, 0.512592143382496, 0.31894451700487725, 0.3342027805305233, 0.5109225002878297, 0.5974029719161931, 0.47456357990688136, 0.1708553897301689, 0.4828354971829908, 0.6507211265876031, 0.2372539294360454, 0.5921182383887985, 0.07466033969737751, 0.7649858308127255, 0.9425166913571656, 0.1681916775526272, 0.6266253917068577, 0.2813276015518369, 0.4096144697648856, 0.9458707168922428, 0.9538484856412306, 0.5517884126246868, 0.44257605796612454, 0.6768940394153856, 0.21019440533692824, 0.22535865253028076, 0.6061089987135618, 0.6435851101212816, 0.4094275885613472, 0.7659523201101281, 0.3191462674786989, 0.9231662094281308, 0.5732081070368518, 0.2805414487900264, 0.9869715339145059, 0.46728599149005945, 0.7513133157462671, 0.9164077213970854, 0.5536764597498691]",0.015555064919615237,0.02041764020286384,0.24083805316657908
12,"[0.07965932550000454, 0.2940951848864499, 0.9466079900317889, 0.929826685908308, 0.027099462800404428, 0.7612263227198581, 0.516389872046414, 0.31766076110411257, 0.07760098520806602, 0.2808809907808154, 0.7484295756949673, 0.487257841771775, 0.8082986874788183, 0.5790268292497432, 0.336531486023794, 0.4464338378876238, 0.19688742254784075, 0.5843221557176502, 0.323671925522385, 0.729502792537781, 0.5056436645929655, 0.8802658434294777, 0.27003184252193424, 0.8270561146465527, 0.3040727410692248, 0.0932610978658649, 0.23847290289553214, 0.010897404848693504, 0.5729322998928379, 0.7752768856392794, 0.5663149793951135, 0.301863940730854, 0.28539778781978564, 0.9819632719344872, 0.5686426213795184, 0.5299789765734189, 0.22486165651228418, 0.3037066938448669, 0.29525572411065015, 0.5015265861427693]",0.015288301589941104,0.020067485593239807,0.26090553875981887
13,"[0.9909160580118835, 0.9326221997060595, 0.03598330522320847, 0.8896988579994588, 0.8430789799328491, 0.18938112122944395, 0.8326063099502498, 0.9489655347106534, 0.9996529562088896, 0.6019933611847634, 0.5583330819886938, 0.6898048535879349, 0.8067181387544236, 0.5949933357936773, 0.37140222377203636, 0.4136221795783911, 0.12461476536127947, 0.6904961935100852, 0.8410515208656956, 0.4612486176645749, 0.4468222847893728, 0.7706575790204929, 0.5333926751230654, 0.40396200489123346, 0.007051727391502616, 0.1396694794152491, 0.1432135320373259, 0.18309427180912785, 0.9125414324573294, 0.21468020161689916, 0.996193403304723, 0.5910775217021468, 0.7669026349956, 0.48671639402504163, 0.808087374410282, 0.6202607706499677, 0.9768051668922999, 0.4218472318996721, 0.5160243388726635, 0.04467950293998202]",0.015122795184383642,0.01985024122573606,0.2807557799855549
14,"[0.624578911701305, 0.8597327947330019, 0.7757098868155268, 0.26859876553138473, 0.09978450294841001, 0.06225918953894294, 0.683474900817228, 0.30847660543704114, 0.2499563713029831, 0.9377097572798012, 0.1184653180147226, 0.180860784994628, 0.23589595831775334, 0.49951019635088145, 0.37527337019195706, 0.8752080125708115, 0.9099205334857694, 0.39238767391684404, 0.7336149880922325, 0.8779950095057504, 0.9951625425400065, 0.8984608035406099, 0.6081970302657913, 0.5462184494545143, 0.6449251585533637, 0.8920034880093787, 0.34766687405008123, 0.7973273751983001, 0.9839450964772432, 0.3975715897495853, 0.6020168035800133, 0.21447698906847956, 0.8877758689709934, 0.8934552785868537, 0.5702129839187444, 0.8308718867900532, 0.28714124392785945, 0.23060684309756185, 0.5821272784484917, 0.924690023157863]",0.015227170444361404,0.019987244607934676,0.30074302459348956
15,"[0.5629572791344434, 0.8599693780165506, 0.4585821424750087, 0.7645262455289781, 0.49402277276216744, 0.19836960551219196, 0.9265838045578462, 0.8796098149824012, 0.37585913424438366, 0.24216726852058734, 0.030849219339806888, 0.5420498129345964, 0.7699861658191649, 0.4412717643826213, 0.5240934634553518, 0.23703716187025314, 0.7503492857547992, 0.44944380520900595, 0.3761424716608679, 0.6764332309521435, 0.23159232355181048, 0.2859152839556486, 0.8931956308799004, 0.7971847604135188, 0.8117709140473959, 0.7442684799327381, 0.8103998765124584, 0.7003865576385738, 0.10642058372041108, 0.776886903813826, 0.4757532820055469, 0.6770465235513489, 0.5315485791440793, 0.2080149636696086, 0.0468915380789825, 0.18494520923645308, 0.43560634775017737, 0.260514624552347, 0.7754479175274003, 0.11716705995797849]",0.015585402431245203,0.020457461341529082,0.32120048593501865
16,"[0.3292293036047208, 0.800816027324933, 0.09077719022016328, 0.38177560108531117, 0.7382585555281479, 0.906596283318678, 0.5258889767268372, 0.8162246391362645, 0.645678329645295, 0.5409771279069795, 0.7811412258129176, 0.06372663282048341, 0.9717925592602908, 0.7944497088746003, 0.7652527826833716, 0.9217442326549435, 0.41783169892584193, 0.1107495832577362, 0.1457422181315423, 0.3502026463299601, 0.9268642002487127, 0.3632157490961565, 0.01783435123000987, 0.31092465981493456, 0.8690390416397624, 0.3289708193476937, 0.15920852687608988, 0.3992344859053114, 0.888462343884915, 0.7194659971707054, 0.3241210984098526, 0.12064143111724279, 0.09185529856477259, 0.7288265329599574, 0.31325951879017355, 0.9143856474497201, 0.30040275770277425, 0.64310271048914, 0.9670381263976088, 0.5118743525340815]",0.015611110566516612,0.020491205942337293,0.34169169187735593
17,"[0.7735209549566185, 0.7056617425591807, 0.49544093236501763, 0.5237182668750198, 0.6615098034980176, 0.7363407696758945, 0.7287495093213718, 0.07109072239325731, 0.2091595497897576, 0.002329588075467237, 0.127988201219848, 0.6496843214483993, 0.011817890774284634, 0.4137598798138872, 0.4506984625293031, 0.17436543168359464, 0.08544096148853098, 0.09944984184783967, 0.10891422709061427, 0.2753369120980753, 0.7951993449177414, 0.2376838790229483, 0.995575691007564, 0.03409074740351703, 0.7672730175118325, 0.8963377803666225, 0.8304029669981304, 0.9523172431916752, 0.6456981991798487, 0.670184646230901, 0.8559582931813097, 0.14582082637881655, 0.8023502696276975, 0.917182348495951, 0.3181212633434424, 0.4301483457777654, 0.26779775855313426, 0.6991292189981022, 0.25070975021515574, 0.38972964148637046]",0.015117423680707376,0.019843190568604306,0.3615348824459602
18,"[0.3759498122563196, 0.5516256275151538, 0.6429234050092573, 0.7261879338769743, 0.6585976331033315, 0.7711109704646113, 0.9400255899833299, 0.2553554230569858, 0.8047564226062258, 0.8673553917801882, 0.5312041210287427, 0.8121145906170213, 0.11474548847199206, 0.7866405455005296, 0.5240361909260146, 0.0961075347092728, 0.931580332177443, 0.9131983446954283, 0.09934636044052736, 0.13414196040700455, 0.4693783689313821, 0.06843432511607661, 0.007531326198490618, 0.29434313669212, 0.700357007394456, 0.37991301951687617, 0.1966965593814437, 0.5388769090102042, 0.907986949439519, 0.18689803480722722, 0.3345781326703263, 0.2654817121821349, 0.9742770184269424, 0.7437329006982882, 0.3373361426017667, 0.4823814145607559, 0.25238407110244443, 0.06527941767639345, 0.12883628043826667, 0.3886019064591919]",0.015235092192687417,0.01999764272635681,0.381532525172317
19,"[0.5390437198686834, 0.021622157820996635, 0.5579602776721937, 0.28688064806663527, 0.7738870125875968, 0.381790869393437, 0.997862387840715, 0.9280911836800633, 0.8177871784152173, 0.3746904689347553, 0.3938334430045153, 0.20091420357576795, 0.34784480977090304, 0.13719020641113222, 0.9960936081231415, 0.9896433964885762, 0.4874538041577675, 0.14313775234838644, 0.34895407515009447, 0.9185435516634834, 0.42483654669282234, 0.33351183890110714, 0.19691154102376696, 0.7018684502192479, 0.29895717948730327, 0.5432287114000028, 0.7483301091391465, 0.07499562521279912, 0.34767333288046953, 0.6185074531588451, 0.3997788689569738, 0.8108266668710149, 0.9505562487288621, 0.38973054853191946, 0.9324842775180917, 0.49509428959856305, 0.662896087902179, 0.9290392828917177, 0.03169550667333654, 0.4389318676522129]",0.014662414969909603,0.01924594432152997,0.400778469493847
20,"[0.8002658231652104, 0.26394725924438556, 0.8354958483823495, 0.2779114295282519, 0.8138529267619516, 0.8762176142953567, 0.672509457401172, 0.10228308299242739, 0.7017137440530203, 0.1024648028541365, 0.6975315401500961, 0.2556676939218755, 0.966556401094839, 0.5935604812347004, 0.24310399947904282, 0.46756839801792094, 0.5729159118993635, 0.6909401185190185, 0.5690468785389029, 0.1396839083879048, 0.9100275580309973, 0.2034593902730628, 0.09224401954841699, 0.670905529757872, 0.3106094934139422, 0.6362347213520925, 0.25212896862523426, 0.033911875805517355, 0.3647343482477099, 0.022184597113570237, 0.3751831067249556, 0.6881162358615402, 0.08769878497311279, 0.07007021766941435, 0.8090176855509362, 0.16669940319990428, 0.9501708716676961, 0.4429842767093436, 0.12282384690531811, 0.7662370563201826]",0.014811973138827528,0.019442254970064434,0.4202207244639114
21,"[0.73841099772257, 0.025691653202837172, 0.5834301622316139, 0.7787045475886206, 0.7633888035633923, 0.8226382720016704, 0.1749265025208402, 0.13741667998599072, 0.3983207081571283, 0.8124754599455855, 0.6994855090100913, 0.6846273186136024, 0.783571316175811, 0.08948723352389021, 0.8987775645407435, 0.6573201838575004, 0.5298517557764826, 0.32557944224073543, 0.5266825260438307, 0.42885449737453407, 0.9520360986316763, 0.4237153931989571, 0.0787290074200856, 0.1672051801333705, 0.030273204538222243, 0.7556860571654781, 0.19742927039972258, 0.2564897743744815, 0.6802519117258538, 0.1559860864846182, 0.3973478836424513, 0.9804528523059588, 0.7170769393932603, 0.5551354197949371, 0.6436748707606615, 0.39882567018102577, 0.9224944045946758, 0.6519631093984679, 0.4221104096655349, 0.49682958988502934]",0.01508016258531615,0.01979428150630247,0.44001500597021387
22,"[0.2838145621565207, 0.09923533125323158, 0.4460376798404796, 0.8932034640699152, 0.3532576239762766, 0.32953595362750665, 0.03694041506395296, 0.2008940147634276, 0.9911428343663181, 0.7481754873821909, 0.5457331697091123, 0.8222775630876091, 0.5223498308866855, 0.08172806145563138, 0.5523418771541918, 0.1010823009909757, 0.662753541286587, 0.8108376909331151, 0.522843940266301, 0.05304759744375176, 0.05395708061578308, 0.8381026863424635, 0.7536246244364696, 0.6366186666539203, 0.3687037065569364, 0.524360820781994, 0.10965738617432819, 0.8081962088568453, 0.770303794123844, 0.5804644845262911, 0.6111074581961106, 0.3828849114946363, 0.9392659166325119, 0.19370737256790915, 0.773027128806158, 0.5704366732908656, 0.636289033922987, 0.3297503409133583, 0.8623333866555211, 0.2148170952948265]",0.015578189747398927,0.020447993943968783,0.46046299991418266
23,"[0.31503304006902955, 0.5966350293413343, 0.06430814868404, 0.08311194631474261, 0.005346373304020324, 0.3415909854209621, 0.6816268788609999, 0.34314766385094364, 0.5720387724599617, 0.22222995784643995, 0.3218919615923733, 0.2526314312355187, 0.2411127162529766, 0.8576519885810004, 0.1772925813112033, 0.41546381003448396, 0.1699491891315167, 0.7917433689181282, 0.7283341537110929, 0.20265877178835523, 0.6939226525418837, 0.04750806409491792, 0.07676738853607334, 0.2846122103913352, 0.7798311390495565, 0.7375819095599343, 0.35709292142546567, 0.588215529109343, 0.5967035358659629, 0.382854758918418, 0.10598207199552967, 0.7972720745391746, 0.5653391423247814, 0.9499578426994448, 0.6791320925084461, 0.7360853818698819, 0.9188559240441084, 0.8542069005201723, 0.08339748902368616, 0.8876663587682119]",0.014451485508304189,0.018969077469639672,0.4794320773838223
24,"[0.1575469800278848, 0.3631464416414757, 0.7641011524418907, 0.9241584744237986, 0.9544954822868064, 0.47273102427795743, 0.09098371118906823, 0.3748866208169227, 0.6301096409905773, 0.5866703843685579, 0.8809018952508495, 0.8804803954318992, 0.28847054482475276, 0.7720028243783764, 0.3351680365785057, 0.002991561271512233, 0.4236006293963097, 0.952041470671402, 0.6434647584473754, 0.16509075266086293, 0.3210361095482037, 0.5104391969432203, 0.3809251024989978, 0.10657621358857383, 0.8093406156722408, 0.5837517743892335, 0.9152969446461872, 0.6817541513535833, 0.3826261188666563, 0.6292949783915789, 0.7078092513585159, 0.5143863285680217, 0.563741052993108, 0.5097683420904899, 0.8812504965702711, 0.3501691678332166, 0.6117325758179037, 0.02148836877736582, 0.9417718594164524, 0.7858490238371324]",0.01548921687221798,0.02033120779343539,0.4997632851772577
25,"[0.9493742863741745, 0.18726782387286278, 0.664756871393826, 0.5041596822650992, 0.4748605372824235, 0.9893355834582807, 0.7726859392146077, 0.5105475489401662, 0.01547717216365252, 0.6981499664585403, 0.3144040589174558, 0.023147764736298537, 0.5855844770555699, 0.1608531909894848, 0.891074503812732, 0.028986128076259776, 0.6174007666615101, 0.34753762331215377, 0.3699813634664053, 0.1544256589911731, 0.00661549206066081, 0.7926578625342934, 0.2784692065246043, 0.12360941723533747, 0.3022211880186638, 0.42173027980061173, 0.0382852812400728, 0.614138670413386, 0.7687261696253725, 0.9335571524413541, 0.8487501159828774, 0.8835306074859932, 0.7140997073722282, 0.08690492270225159, 0.10128777126260513, 2.964426445151158e-05, 0.7441114683751957, 0.3506557847276407, 0.12184694918430916, 0.0781020635536065]",0.015086780666087547,0.019802968425497093,0.5195662536027548
26,"[0.5070558775948297, 0.21715596394993053, 0.6948111134984574, 0.12045988434084631, 0.8308335145517081, 0.8416005184657882, 0.23546277763710766, 0.36173499367264017, 0.40927153371967606, 0.8625491763338132, 0.9447517916641026, 0.06362913345019527, 0.2693462428662039, 0.8239317107085292, 0.7229829723207131, 0.1849666262559606, 0.7782292503615463, 0.45349481687056525, 0.45737542933147024, 0.36383698673694476, 0.07915448938836644, 0.14161041337010616, 0.44381956543536016, 0.3639606515639784, 0.9933814469613587, 0.3544446471812486, 0.45913656398301605, 0.7176912854784337, 0.16081783996262355, 0.9689436495181717, 0.630974002246491, 0.808677258389116, 0.25840082930002584, 0.0315378485179868, 0.006276350161398381, 0.2848098423799611, 0.9743893729661954, 0.600341488331618, 0.6804901028390221, 0.12922909993584009]",0.015263777725506082,0.020035295471050943,0.5396015490738058
27,"[0.3722663227737477, 0.08933079144700795, 0.712645075236161, 0.050880541157261594, 0.6466877201536628, 0.533706335773465, 0.8031643161693051, 0.4221714627406802, 0.3540964115551093, 0.8574627589327046, 0.7998080956256528, 0.21703767062701274, 0.6860043052207296, 0.9080865827666424, 0.05887816541620228, 0.9285321432215281, 0.07039730146705758, 0.6492975979584201, 0.968173907291655, 0.8893061680614087, 0.07041503165827911, 0.3073418392191686, 0.3315208080799862, 0.013073187640841089, 0.6180724154135094, 0.8356854316143959, 0.7999361002370174, 0.6227424512181268, 0.5587255566506428, 0.37899416235083827, 0.3119027176055926, 0.7199227887936617, 0.8698107484768185, 0.11875408437319457, 0.6178911550386179, 0.22543814142830298, 0.928801815923915, 0.6499880593536242, 0.40574883851175503, 0.49608666943823443]",0.01508788769115419,0.01980442151101124,0.559405970584817
28,"[0.024427858611189457, 0.6754851094963904, 0.19336931730580875, 0.8691649198610968, 0.3492147391813789, 0.3478548373533097, 0.7769703331264696, 0.0039721146930781215, 0.6117100964091426, 0.8693689878792269, 0.570571410983038, 0.747623678952109, 0.42843382050296397, 0.19066704510454857, 0.5150573690877491, 0.8871627576044677, 0.9755127432117946, 0.1087955317181526, 0.737722540902992, 0.9364673993631054, 0.7777075550693463, 0.9295914827991856, 0.722033482402876, 0.8745838013355888, 0.6685811082384697, 0.14677099306636077, 0.9853345526894844, 0.8882046496069889, 0.2626260493233651, 0.597196696213377, 0.7423993123339004, 0.9025004132035201, 0.6563981965853151, 0.9192957268001843, 0.48769945883709975, 0.702002418654311, 0.29891607211450044, 0.0801098861226851, 0.5610624738086872, 0.36256725860882866]",0.015550570231256123,0.02041174045701163,0.5798177110418287
29,"[0.9619980533535646, 0.22467473024878326, 0.8138525567314211, 0.37335138605953566, 0.14675520081856142, 0.2149122838823987, 0.3511386551955611, 0.05447135910510936, 0.23223328719865888, 0.2891766432067896, 0.8570096458160151, 0.7373896391762009, 0.32515726078467877, 0.5590765883425004, 0.7664295436539077, 0.6598840249871015, 0.3774119421918839, 0.3687026895544254, 0.009504706219861103, 0.8505232105533913, 0.4994050222459584, 0.4706899254532394, 0.7483752986634431, 0.1544962583748145, 0.8382875995161458, 0.7514399757634189, 0.678758765627662, 0.77154616909911, 0.14651824504155786, 0.4374478216710491, 0.292458111466677, 0.4744906708484117, 0.6291189397184822, 0.46115508287188334, 0.16416759434489137, 0.451463422044865, 0.9838277627657652, 0.08389077743827744, 0.06283427600580804, 0.9662878308779599]",0.01456140085025138,0.019113352785509456,0.5989310638273381
30,"[0.2305560160756912, 0.5219185414184935, 0.13895126213321352, 0.1813081030222291, 0.06267403944831518, 0.516893965542332, 0.28019791053777543, 0.08289739680448627, 0.3120589379482286, 0.2628086830608358, 0.05093357948735544, 0.2507696222835508, 0.39557133683767454, 0.9300555144179931, 0.4954929768431946, 0.8695139624686473, 0.8805417280573001, 0.4326862713480194, 0.8971193298379133, 0.354503517242033, 0.658382375344792, 0.24768087259071025, 0.3685867482759393, 0.9465093556159001, 0.8398760385592512, 0.35151596495761284, 0.307372070355058, 0.4676058328590388, 0.4313173142171852, 0.25494431483170765, 0.24982320086680065, 0.35619218547932185, 0.1476405289157543, 0.19102751626003545, 0.9686897819019353, 0.9180681210021828, 0.0315489475690528, 0.41369161168125035, 0.42787656136942664, 0.40811541456444045]",0.01540506054299936,0.02022074386032684,0.6191518076876649
31,"[0.31512462323583135, 0.1939460603044877, 0.8269117743774537, 0.4780142671074089, 0.012249621160547841, 0.6162941660785062, 0.0623611989353271, 0.6759551516386014, 0.11023509211878302, 0.24847064334455704, 0.6934292210702512, 0.5565853359718407, 0.31322950275068684, 0.6373458109196775, 0.757126624707586, 0.3825551699601718, 0.22131566194192476, 0.6040404126104635, 0.41167633888355715, 0.6623423347446993, 0.2224071363979372, 0.7326453223631149, 0.9644804106003251, 0.36519865993544276, 0.689790777243974, 0.4118657356801305, 0.004003972620379437, 0.9772191859142539, 0.2802915416809417, 0.632095411809818, 0.2574187625938318, 0.8040752233150854, 0.42286003957654295, 0.30525481548631916, 0.6131415192490803, 0.8026378165137403, 0.32979563923705624, 0.1684842623046715, 0.4889475717585472, 0.6284885146015943]",0.015375947114291959,0.02018252945778392,0.6393343371454487
